f1,f4,f8,f12,f13,f14,f19,f24,f28,f30,f32,f35,f36,f50,f52,f53,f54,f60,f66,f74,f76,f81,f82,f86,f89,f90,class
0.365515,0.656249,0.663529,0.667714,0.35897,0.671967,0.33649,0.704909,0.743661,0.74366,0.732135,0.377169,0.695649,0.601692,0.581967,0.3918,0.680653,0.67284,0.769667,0.650601,0.583767,0.315444,0.736189,0.73178,0.338523,0.707117,8
0.383914,0.643748,0.647812,0.655069,0.377613,0.659241,0.355442,0.688521,0.732392,0.732391,0.71726,0.364764,0.668891,0.573453,0.549178,0.350793,0.629036,0.63272,0.735956,0.626503,0.575918,0.315444,0.671773,0.705545,0.340464,0.693929,8
0.33793,0.668751,0.672957,0.680374,0.326335,0.684707,0.303314,0.714753,0.712678,0.712678,0.702384,0.330023,0.635444,0.53672,0.524592,0.343963,0.619351,0.63272,0.699443,0.605424,0.544502,0.302575,0.69018,0.693883,0.326845,0.656987,8
0.365515,0.656249,0.663529,0.667714,0.35897,0.671967,0.33649,0.704909,0.743661,0.74366,0.732135,0.377169,0.695649,0.601692,0.581967,0.3918,0.680653,0.67284,0.769667,0.650601,0.583767,0.315444,0.736189,0.73178,0.338523,0.707117,8
0.383914,0.643748,0.647812,0.655069,0.377613,0.659241,0.355442,0.688521,0.732392,0.732391,0.71726,0.364764,0.668891,0.573453,0.549178,0.350793,0.629036,0.63272,0.735956,0.626503,0.575918,0.315444,0.671773,0.705545,0.340464,0.693929,8
0.33793,0.668751,0.672957,0.680374,0.326335,0.684707,0.303314,0.714753,0.712678,0.712678,0.702384,0.330023,0.635444,0.53672,0.524592,0.343963,0.619351,0.63272,0.699443,0.605424,0.544502,0.302575,0.69018,0.693883,0.326845,0.656987,8
0.809198,0.596876,0.600631,0.60759,0.804191,0.608282,0.744074,0.554092,0.549298,0.523937,0.479172,0.682382,0.414719,0.542371,0.549178,0.571749,0.670968,0.69136,0.713483,0.460847,0.390046,0.326184,0.463194,0.521862,0.297666,0.543539,9
0.887354,0.584375,0.594341,0.598102,0.850805,0.582802,0.751178,0.495085,0.577469,0.599993,0.616074,0.61539,0.635444,0.502831,0.450822,0.455583,0.500007,0.425933,0.581467,0.756024,0.71728,0.169531,0.852764,0.784262,0.112842,0.683375,9
0.793105,0.653118,0.63837,0.658227,0.790201,0.675159,0.746437,0.596725,0.58028,0.552108,0.50297,0.692312,0.434773,0.587572,0.592897,0.5467,0.716133,0.73148,0.716298,0.487951,0.413614,0.336912,0.487723,0.539357,0.31907,0.559371,9
0.121835,0.525002,0.46542,0.398739,0.188807,0.363059,0.215645,0.255729,0.399996,0.436612,0.45833,0.431756,0.454842,0.429379,0.374314,0.624144,0.383868,0.274693,0.42978,0.391571,0.382197,0.969956,0.52761,0.524784,0.982489,0.40897,9
0.885061,0.634379,0.641522,0.651897,0.881115,0.656049,0.867296,0.642616,0.49859,0.560565,0.711307,0.709682,0.806018,0.624292,0.644807,0.464698,0.709681,0.34568,0.57023,0.725902,0.502614,0.118021,0.28834,0.475224,0.056422,0.783634,9
0.914951,0.596876,0.597493,0.60759,0.913748,0.614652,0.898109,0.649174,0.698587,0.695775,0.666667,0.905707,0.568563,0.435029,0.505459,0.619587,0.683873,0.74692,0.615166,0.286148,0.259157,0.274673,0.512265,0.801757,0.143974,0.868074,9
0.887354,0.721873,0.735855,0.718352,0.860132,0.691077,0.772509,0.452452,0.529572,0.543663,0.553576,0.602984,0.635444,0.694914,0.658464,0.510251,0.738709,0.561733,0.539323,0.43373,0.397906,0.190988,0.595087,0.740534,0.165368,0.802112,9
0.965522,0.718755,0.723276,0.632908,0.857807,0.566884,0.824637,0.554092,0.774643,0.833797,0.845238,0.657571,0.832777,0.364408,0.363384,0.446468,0.506459,0.799388,0.926972,0.554221,0.439794,0.152357,0.536807,0.667647,0.114784,0.820577,9
0.956323,0.740625,0.761015,0.727853,0.918412,0.668789,0.836485,0.426234,0.554932,0.633798,0.696431,0.674941,0.802666,0.4887,0.415306,0.587695,0.451609,0.450614,0.702246,0.804221,0.712044,0.300423,0.708586,0.565604,0.295724,0.485487,9
0.983907,0.681252,0.679247,0.553795,0.862471,0.468156,0.80332,0.409832,0.707044,0.777466,0.806539,0.669977,0.79264,0.307905,0.330607,0.473802,0.490322,0.811734,0.845511,0.40362,0.361253,0.14163,0.506129,0.696792,0.071985,0.773091,9
0.967815,0.771877,0.776732,0.791135,0.918412,0.773886,0.834119,0.501643,0.608451,0.707043,0.773806,0.722087,0.836114,0.43221,0.415306,0.551258,0.496774,0.660493,0.915735,0.728921,0.554974,0.21888,0.555213,0.597671,0.204284,0.686019,9
0.983907,0.771877,0.783022,0.791135,0.93473,0.748407,0.83886,0.445894,0.523937,0.574645,0.654761,0.697277,0.79264,0.584753,0.464478,0.523924,0.454842,0.413587,0.721916,0.804221,0.701571,0.163085,0.592026,0.501459,0.194558,0.477576,9
0.025294,0.418743,0.389942,0.430374,0.072259,0.474526,0.146914,0.73114,0.766198,0.749294,0.711307,0.312653,0.601996,0.347457,0.360658,0.526197,0.470965,0.648147,0.834274,0.707828,0.591626,0.768238,0.595087,0.54811,0.807393,0.485487,9
0.071264,0.384372,0.462269,0.544307,0.167826,0.582802,0.19668,0.691807,0.712678,0.687318,0.624997,0.354834,0.454842,0.307905,0.333334,0.555815,0.441938,0.6142,0.834274,0.756024,0.636127,0.789695,0.604297,0.527694,0.762643,0.443267,9
0.096556,0.315616,0.323906,0.376579,0.088577,0.420375,0.180091,0.711467,0.79718,0.794369,0.773806,0.379658,0.668891,0.268367,0.259564,0.601368,0.316127,0.45988,0.71068,0.710847,0.620419,0.800423,0.674848,0.623906,0.857977,0.525062,9
0.075865,0.387504,0.408812,0.452534,0.144518,0.522294,0.253549,0.803276,0.839431,0.830984,0.782741,0.45658,0.635444,0.347457,0.341537,0.603641,0.429033,0.611107,0.814614,0.746995,0.654448,0.821879,0.733128,0.667647,0.883272,0.593669,9
0,0.350001,0.352204,0.39241,0.020981,0.445855,0.135068,0.799992,0.822529,0.794369,0.752977,0.315141,0.612038,0.336156,0.355193,0.560361,0.470965,0.641973,0.867984,0.743976,0.620419,0.766086,0.641109,0.580176,0.805451,0.474932,9
0.027587,0.278126,0.29561,0.367091,0.069934,0.452225,0.163504,0.708195,0.729581,0.70422,0.651778,0.354834,0.484952,0.268367,0.281423,0.571749,0.380649,0.55864,0.761233,0.650601,0.552351,0.819739,0.552152,0.486887,0.871595,0.40897,9
0.508053,0.665619,0.682399,0.689875,0.494173,0.694269,0.464453,0.698351,0.709855,0.698586,0.651778,0.379658,0.538453,0.449148,0.448084,0.337132,0.538706,0.69136,0.896077,0.75903,0.633503,0.300423,0.668712,0.632659,0.309343,0.556727,9
0.664366,0.64063,0.537746,0.446205,0.51748,0.433115,0.433641,0.721311,0.802813,0.822526,0.824398,0.379658,0.77926,0.401128,0.385244,0.34852,0.474199,0.580253,0.769667,0.73795,0.628267,0.197423,0.634974,0.594749,0.21401,0.554094,9
0.588503,0.774996,0.786174,0.781648,0.566432,0.770695,0.495253,0.547534,0.594359,0.633798,0.663684,0.347393,0.695649,0.652544,0.587432,0.332575,0.638707,0.55556,0.623599,0.695779,0.657071,0.148065,0.650306,0.571436,0.177045,0.498675,9
0.508053,0.665619,0.682399,0.689875,0.494173,0.694269,0.464453,0.698351,0.709855,0.698586,0.651778,0.379658,0.538453,0.449148,0.448084,0.337132,0.538706,0.69136,0.896077,0.75903,0.633503,0.300423,0.668712,0.632659,0.309343,0.556727,9
0.664366,0.64063,0.537746,0.446205,0.51748,0.433115,0.433641,0.721311,0.802813,0.822526,0.824398,0.379658,0.77926,0.401128,0.385244,0.34852,0.474199,0.580253,0.769667,0.73795,0.628267,0.197423,0.634974,0.594749,0.21401,0.554094,9
0.588503,0.774996,0.786174,0.781648,0.566432,0.770695,0.495253,0.547534,0.594359,0.633798,0.663684,0.347393,0.695649,0.652544,0.587432,0.332575,0.638707,0.55556,0.623599,0.695779,0.657071,0.148065,0.650306,0.571436,0.177045,0.498675,9
0.622994,0.753126,0.761015,0.768989,0.61771,0.773886,0.568723,0.740984,0.752106,0.746471,0.732135,0.399504,0.678932,0.460449,0.450822,0.703873,0.532254,0.48148,0.49719,0.349399,0.316753,0.512868,0.328215,0.311957,0.677047,0.279679,10
0.625288,0.8125,0.820761,0.829113,0.620048,0.834393,0.575829,0.793433,0.802813,0.797179,0.785711,0.476427,0.742475,0.50565,0.494541,0.758541,0.583871,0.549387,0.558993,0.415669,0.376961,0.499999,0.386508,0.361518,0.659535,0.31662,10
0.698856,0.784378,0.792464,0.791135,0.631702,0.770695,0.457348,0.777045,0.79718,0.766197,0.693448,0.652606,0.575253,0.440679,0.404377,0.487475,0.44839,0.395067,0.477532,0.225902,0.209421,0.64377,0.245392,0.230317,0.451367,0.205806,10
0.429885,0.825,0.83019,0.794307,0.522144,0.751585,0.632698,0.66229,0.707044,0.678872,0.622027,0.320094,0.471573,0.324856,0.273232,0.617314,0.293552,0.299388,0.390452,0.14157,0.128268,0.281119,0.211653,0.256565,0.461094,0.211082,10
0.754027,0.799998,0.808181,0.816454,0.74825,0.821654,0.727486,0.836066,0.842254,0.842252,0.815476,0.610425,0.722407,0.508482,0.497267,0.726649,0.564515,0.466054,0.511242,0.256024,0.204185,0.774673,0.205518,0.204082,0.51557,0.155674,10
0.710349,0.759376,0.773594,0.781648,0.706287,0.780257,0.770145,0.757372,0.774643,0.777466,0.770835,0.945414,0.692297,0.43786,0.423498,0.583149,0.493555,0.38272,0.387636,0.23795,0.21728,0.641629,0.214729,0.230317,0.476654,0.240104,10
0.544826,0.981249,0.990574,1,0.533798,1,0.502371,0.960652,0.92112,0.932388,0.925597,0.431756,0.87625,0.598873,0.554643,0.359908,0.64194,0.63272,0.536519,0.349399,0.259157,0.330466,0.211653,0.265305,0.404666,0.179416,10
0.609195,0.962497,0.971703,0.965194,0.627038,0.920383,0.744074,0.799992,0.828162,0.802812,0.761899,0.575684,0.68227,0.42656,0.396174,0.801821,0.467746,0.456787,0.466295,0.313252,0.267017,0.671673,0.220864,0.256565,0.694548,0.253302,10
0.664366,0.875005,0.880508,0.870249,0.578086,0.850312,0.41943,0.842624,0.816893,0.788734,0.747024,0.769233,0.668891,0.491531,0.478146,0.510251,0.558063,0.466054,0.514046,0.280123,0.225129,0.429184,0.2638,0.265305,0.638131,0.182061,10
0.758626,0.856254,0.864789,0.860761,0.61771,0.859874,0.45023,0.859013,0.780277,0.738026,0.690478,0.78908,0.642133,0.372877,0.360658,0.560361,0.406458,0.274693,0.337082,0.087351,0.068059,0.461368,0.104291,0.093299,0.649809,0.031662,10
0.731041,0.899992,0.911956,0.89874,0.603731,0.891725,0.424171,0.885244,0.833796,0.7831,0.726182,0.776675,0.662202,0.398309,0.385244,0.526197,0.44839,0.351853,0.418544,0.180724,0.136128,0.472097,0.144177,0.151601,0.655642,0.092349,10
0.666671,0.915626,0.924536,0.930373,0.631702,0.917203,0.400478,0.862297,0.808449,0.735215,0.666667,0.741933,0.618727,0.358757,0.338798,0.603641,0.348388,0.200614,0.266858,0.009045,0.02356,0.523597,0.006135,0,0.741249,0,10
0.432191,0.949997,0.962275,0.920887,0.296038,0.878983,0.059246,0.701637,0.726758,0.723946,0.732135,0.270471,0.68227,0.415259,0.387982,0.432807,0.432252,0.32408,0.331464,0.18675,0.162309,0.248923,0.162571,0.139938,0.412451,0.100264,10
0.531039,0.834369,0.845922,0.85126,0.508153,0.856682,0.36256,0.727868,0.71549,0.709854,0.690478,0.191061,0.652175,0.446329,0.428963,0.551258,0.503226,0.472227,0.508427,0.391571,0.303669,0.231759,0.34356,0.300294,0.457201,0.200526,10
0.411499,0.821867,0.820761,0.781648,0.26573,0.732489,0.085304,0.596725,0.664781,0.676049,0.642855,0.322582,0.531764,0.344638,0.314212,0.446468,0.348388,0.274693,0.317411,0.198799,0.175392,0.253216,0.171781,0.151601,0.466928,0.08971,10
0.485055,0.846869,0.839631,0.794307,0.226106,0.748407,0.052128,0.622942,0.692952,0.698586,0.666667,0.389575,0.591969,0.420909,0.390709,0.567203,0.44839,0.361107,0.390452,0.198799,0.188476,0.20601,0.245392,0.247811,0.490273,0.189972,10
0.425286,0.828118,0.820761,0.75,0.237758,0.691077,0.082941,0.570494,0.636622,0.650701,0.639885,0.416875,0.555184,0.401128,0.371588,0.339405,0.422581,0.354933,0.421347,0.24097,0.18324,0.452792,0.138042,0.180756,0.435797,0.171507,10
0.531039,0.937495,0.946543,0.955693,0.559443,0.952231,0.656392,0.806548,0.802813,0.785911,0.758929,0.57816,0.739123,0.471749,0.434428,0.316628,0.487103,0.41976,0.463479,0.259044,0.222516,0.463521,0.214729,0.224485,0.254868,0.221636,10
0.583916,0.784378,0.795602,0.787977,0.694633,0.789804,0.606628,0.672134,0.66197,0.656335,0.639885,0.521097,0.618727,0.485881,0.437154,0.50342,0.48387,0.4784,0.542138,0.475902,0.421462,0.551499,0.420246,0.405247,0.431904,0.398415,10
0.544826,0.771877,0.776732,0.784806,0.545451,0.792996,0.658769,0.806548,0.816893,0.788734,0.735118,0.580649,0.601996,0.46893,0.437154,0.697043,0.512897,0.524693,0.528098,0.334344,0.314129,0.459227,0.377298,0.379012,0.612844,0.35884,10
0.650579,0.846869,0.858499,0.86709,0.610721,0.856682,0.357819,0.649174,0.70141,0.709854,0.71429,0.558314,0.632106,0.491531,0.442619,0.562646,0.490322,0.453707,0.536519,0.376503,0.327225,0.652358,0.404901,0.425663,0.527238,0.393137,10
0.583916,0.784378,0.795602,0.787977,0.694633,0.789804,0.606628,0.672134,0.66197,0.656335,0.639885,0.521097,0.618727,0.485881,0.437154,0.50342,0.48387,0.4784,0.542138,0.475902,0.421462,0.551499,0.420246,0.405247,0.431904,0.398415,10
0.544826,0.771877,0.776732,0.784806,0.545451,0.792996,0.658769,0.806548,0.816893,0.788734,0.735118,0.580649,0.601996,0.46893,0.437154,0.697043,0.512897,0.524693,0.528098,0.334344,0.314129,0.459227,0.377298,0.379012,0.612844,0.35884,10
0.650579,0.846869,0.858499,0.86709,0.610721,0.856682,0.357819,0.649174,0.70141,0.709854,0.71429,0.558314,0.632106,0.491531,0.442619,0.562646,0.490322,0.453707,0.536519,0.376503,0.327225,0.652358,0.404901,0.425663,0.527238,0.393137,10
1,0.550004,0.556616,0.563296,1,0.563692,1,0.52786,0.585914,0.557742,0.5,0.903232,0.37123,0.53107,0.543713,0.728934,0.664516,0.675933,0.693824,0.40362,0.316753,0.379825,0.315944,0.370258,0.284046,0.414247,11
0.919539,0.487499,0.490566,0.496828,0.913748,0.496814,0.89099,0.429506,0.425357,0.39155,0.336303,0.796535,0.234117,0.429379,0.450822,0.660593,0.570967,0.641973,0.747193,0.575301,0.486906,0.351934,0.484662,0.425663,0.305451,0.335097,11
0.903447,0.615628,0.622652,0.566454,0.909085,0.538212,0.848345,0.354098,0.411265,0.428167,0.443454,0.59553,0.50502,0.635593,0.625686,0.487475,0.729038,0.598773,0.519664,0.307227,0.340309,0.145922,0.687119,0.874643,0.110892,0.976256,11
0.862074,0.5,0.503146,0.512659,0.84848,0.506362,0.812791,0.459009,0.49859,0.504223,0.491064,0.674941,0.488289,0.584753,0.568311,0.571749,0.674201,0.589507,0.561796,0.554221,0.539266,0.195281,0.803679,0.874643,0.1537,0.823222,11
0.933336,0.537503,0.547175,0.556966,0.930066,0.557322,0.914684,0.603283,0.647891,0.588724,0.473219,0.900743,0.210697,0.508482,0.557381,0.615041,0.716133,0.61728,0.438202,0.108431,0.143977,0.20601,0.475465,0.699714,0.180939,0.781002,11
0.905752,0.574993,0.581762,0.566454,0.904422,0.554144,0.848345,0.340982,0.467607,0.523937,0.571421,0.655095,0.655512,0.51977,0.437154,0.473802,0.451609,0.299388,0.42978,0.614454,0.623031,0.154509,0.969323,0.909619,0.12451,0.699207,11
0.905752,0.799998,0.808181,0.860761,0.888104,0.828024,0.881519,0.547534,0.543663,0.523937,0.491064,0.699753,0.451504,0.661025,0.674858,0.603641,0.822586,0.848774,0.879222,0.635546,0.523558,0.291847,0.512265,0.521862,0.210118,0.522429,11
0.878167,0.834369,0.849058,0.829113,0.878788,0.802545,0.860191,0.655732,0.633799,0.599993,0.550593,0.799011,0.494979,0.632774,0.639343,0.706146,0.790326,0.8642,0.867984,0.617473,0.505238,0.390553,0.499994,0.504381,0.264594,0.53034,11
0.83449,0.803131,0.805044,0.768989,0.820508,0.742037,0.815168,0.570494,0.588725,0.569011,0.529764,0.719611,0.478262,0.644074,0.655737,0.646921,0.816135,0.858028,0.893262,0.638552,0.528794,0.336912,0.524536,0.524784,0.239296,0.556727,11
0.790811,0.831251,0.8239,0.781648,0.778546,0.738859,0.751178,0.531146,0.569011,0.577468,0.592263,0.627795,0.638796,0.754234,0.732233,0.446468,0.848396,0.69136,0.615166,0.484945,0.473822,0.171674,0.763804,0.842564,0.093385,0.994721,11
0.88046,0.787497,0.786174,0.791135,0.87645,0.792996,0.843604,0.554092,0.512669,0.512668,0.529764,0.692312,0.591969,0.711865,0.639343,0.482917,0.67742,0.469133,0.48315,0.629522,0.620419,0.118021,0.901833,0.865889,0.050584,0.728227,11
0.822995,0.768745,0.779884,0.731011,0.806518,0.684707,0.793837,0.455738,0.535206,0.571834,0.592263,0.600495,0.642133,0.644074,0.592897,0.444195,0.651612,0.484573,0.522479,0.641571,0.620419,0.163085,0.834356,0.807588,0.085603,0.688652,11
0.887354,0.609377,0.619501,0.632908,0.888104,0.627391,0.80805,0.577051,0.599994,0.574645,0.529764,0.7469,0.458194,0.548021,0.554643,0.635532,0.696777,0.759266,0.865169,0.783127,0.680627,0.33476,0.782212,0.749275,0.315177,0.654354,11
0.871261,0.671869,0.676109,0.63608,0.764567,0.601912,0.687204,0.488527,0.594359,0.62253,0.63095,0.545908,0.652175,0.765536,0.759558,0.419134,0.909685,0.8642,0.859551,0.668675,0.570682,0.197423,0.58589,0.565604,0.202333,0.496042,11
0.919539,0.700003,0.676109,0.683545,0.832163,0.627391,0.722745,0.508201,0.628165,0.664781,0.684525,0.548384,0.752503,0.765536,0.726768,0.325743,0.832258,0.69444,0.65731,0.533129,0.510474,0.038626,0.809814,1,0,1,11
0.873566,0.734374,0.745283,0.753158,0.888104,0.738859,0.831755,0.659018,0.628165,0.597182,0.556546,0.714647,0.501668,0.632774,0.639343,0.578592,0.809682,0.916668,1,0.909643,0.785335,0.272532,0.825146,0.787173,0.287939,0.696574,11
0.942535,0.634379,0.63837,0.63608,0.864798,0.633761,0.822273,0.583609,0.58028,0.557742,0.520828,0.665012,0.471573,0.632774,0.652998,0.560361,0.796779,0.867281,0.974723,0.83433,0.71728,0.233902,0.773001,0.708455,0.27432,0.596302,11
0.848275,0.64063,0.641522,0.655069,0.757577,0.63057,0.684827,0.524588,0.608451,0.630987,0.639885,0.513643,0.645485,0.720346,0.704921,0.405473,0.82904,0.762347,0.727535,0.536148,0.45549,0.186694,0.533745,0.618074,0.165368,0.656987,11
0.687364,0.631247,0.562906,0.443033,0.545451,0.404457,0.41943,0.439336,0.58028,0.614085,0.63095,0.372205,0.662202,0.697745,0.666666,0.284738,0.751613,0.598773,0.530901,0.310246,0.264393,0.021459,0.435578,0.591839,0.015565,0.659632,11
0.611501,0.656249,0.660378,0.623421,0.573422,0.576432,0.469194,0.459009,0.574646,0.594359,0.604168,0.36724,0.675581,0.666675,0.628412,0.300683,0.706448,0.561733,0.502809,0.388552,0.363877,0.152357,0.607358,0.708455,0.155642,0.717672,11
0.70575,0.584375,0.591203,0.591772,0.696971,0.570062,0.618487,0.363927,0.439436,0.453515,0.452377,0.43921,0.47491,0.627124,0.614756,0.359908,0.725804,0.666667,0.581467,0.313252,0.269629,0.124465,0.346621,0.396506,0.122568,0.427435,11
0.687364,0.631247,0.562906,0.443033,0.545451,0.404457,0.41943,0.439336,0.58028,0.614085,0.63095,0.372205,0.662202,0.697745,0.666666,0.284738,0.751613,0.598773,0.530901,0.310246,0.264393,0.021459,0.435578,0.591839,0.015565,0.659632,11
0.611501,0.656249,0.660378,0.623421,0.573422,0.576432,0.469194,0.459009,0.574646,0.594359,0.604168,0.36724,0.675581,0.666675,0.628412,0.300683,0.706448,0.561733,0.502809,0.388552,0.363877,0.152357,0.607358,0.708455,0.155642,0.717672,11
0.70575,0.584375,0.591203,0.591772,0.696971,0.570062,0.618487,0.363927,0.439436,0.453515,0.452377,0.43921,0.47491,0.627124,0.614756,0.359908,0.725804,0.666667,0.581467,0.313252,0.269629,0.124465,0.346621,0.396506,0.122568,0.427435,11
0.744828,0.784378,0.795602,0.806966,0.68298,0.815285,0.554499,0.777045,0.766198,0.740837,0.71429,0.642677,0.668891,0.45763,0.396174,0.765373,0.416129,0.435187,0.558993,0.295178,0.230364,0.493564,0.233122,0.268228,0.63619,0.232192,12
0.682764,0.756244,0.770443,0.791135,0.599067,0.792996,0.521323,0.708195,0.687318,0.667604,0.639885,0.657571,0.591969,0.395478,0.349728,0.781318,0.396773,0.40432,0.502809,0.265056,0.21728,0.469955,0.226999,0.2828,0.626463,0.274412,12
0.675859,0.787497,0.801892,0.835443,0.554779,0.840765,0.452606,0.698351,0.692952,0.690141,0.663684,0.667501,0.622065,0.327687,0.292354,0.717546,0.329032,0.3642,0.407307,0.120479,0.104712,0.635195,0.141104,0.154521,0.745141,0.118731,12
0.349423,0.712504,0.685537,0.63608,0.237758,0.608282,0.265396,0.52786,0.597183,0.597182,0.601186,0.540943,0.535116,0.375708,0.336072,0.384969,0.400006,0.376547,0.438202,0.316271,0.272253,0.551499,0.254603,0.250733,0.47082,0.248023,12
0.747134,0.765627,0.773594,0.781648,0.74126,0.786626,0.722745,0.79672,0.7831,0.774642,0.761899,0.635236,0.739123,0.375708,0.338798,0.769929,0.35806,0.24692,0.317411,0.093374,0.065448,0.542912,0.01227,0.043732,0.669262,0,12
0.694257,0.737493,0.745283,0.753158,0.680654,0.754777,0.680098,0.786875,0.802813,0.791545,0.761899,0.903232,0.695649,0.593222,0.590158,0.687927,0.706448,0.65432,0.632021,0.439755,0.395282,0.834759,0.475465,0.457729,0.859928,0.374672,12
0.602302,0.940628,0.968565,0.946205,0.384615,0.910833,0.357819,0.832779,0.861968,0.842252,0.797617,0.672465,0.668891,0.485881,0.423498,0.362193,0.44839,0.410493,0.477532,0.156627,0.115183,0.444205,0.153374,0.169093,0.377428,0.118731,12
0.698856,0.846869,0.858499,0.882908,0.529134,0.869421,0.426536,0.747542,0.769009,0.754928,0.71726,0.717122,0.608686,0.370058,0.311474,0.49659,0.335483,0.302467,0.339886,0.060245,0.062825,0.439912,0.006135,0.008745,0.498058,0.029023,12
0.737935,0.799998,0.811332,0.819625,0.724942,0.824846,0.561605,0.822951,0.791546,0.780277,0.758929,0.75434,0.709028,0.43786,0.404377,0.553531,0.41291,0.30556,0.398874,0.054222,0.044503,0.523597,0.098154,0.099128,0.453309,0.052772,12
0.496548,0.940628,0.937117,0.952535,0.433567,0.9586,0.329384,0.881958,0.856334,0.867601,0.866068,0.585614,0.802666,0.528251,0.486338,0.432807,0.532254,0.41976,0.477532,0.195779,0.136128,0.508586,0.131907,0.180756,0.391047,0.142476,12
0.650579,0.859372,0.867928,0.886079,0.559443,0.885355,0.44076,0.82951,0.808449,0.805637,0.791663,0.665012,0.729096,0.466099,0.453549,0.53987,0.529035,0.413587,0.424162,0.228921,0.16492,0.622314,0.107364,0.160352,0.443582,0.174139,12
0.666671,0.834369,0.839631,0.86709,0.578086,0.872613,0.424171,0.803276,0.791546,0.791545,0.761899,0.727053,0.652175,0.43786,0.377052,0.501136,0.400006,0.42284,0.407307,0.156627,0.1466,0.384118,0.098154,0.099128,0.519452,0.102903,12
0.503454,1,1,0.962023,0.668988,0.907641,0.597158,0.777045,0.79718,0.771831,0.741071,0.302723,0.652175,0.429379,0.385244,0.681097,0.41291,0.308641,0.373596,0.265056,0.222516,0.362662,0.187113,0.19825,0.490273,0.187338,12
0.572411,0.803131,0.8239,0.848102,0.452211,0.859874,0.284361,0.793433,0.75774,0.738026,0.702384,0.334988,0.625417,0.485881,0.434428,0.829155,0.467746,0.34568,0.348319,0.256024,0.256545,0.330466,0.371163,0.393584,0.301558,0.353562,12
0.595409,0.928126,0.949697,0.987341,0.36596,0.99363,0.199055,0.832779,0.780277,0.752105,0.711307,0.354834,0.655512,0.508482,0.461752,0.753983,0.503226,0.413587,0.508427,0.382528,0.327225,0.195281,0.325153,0.29154,0.295724,0.203171,12
0.590809,0.821867,0.8239,0.854431,0.433567,0.863051,0.234596,0.760658,0.718313,0.687318,0.636903,0.200989,0.545143,0.403959,0.366123,0.665151,0.39032,0.259266,0.317411,0.189756,0.16492,0.302575,0.153374,0.157432,0.315177,0.116099,12
0.498854,0.840621,0.814471,0.778476,0.228431,0.748407,0.16114,0.645902,0.650702,0.642256,0.613091,0.449127,0.57859,0.367227,0.29508,0.840543,0.280647,0.163587,0.241568,0.144576,0.1466,0.278966,0.180976,0.201161,0.270427,0.168862,12
0.505747,0.781246,0.789312,0.791135,0.594403,0.777065,0.630334,0.642616,0.594359,0.552108,0.508923,0.45658,0.464883,0.322037,0.297818,0.207294,0.348388,0.240748,0.269661,0.093374,0.065448,0.575108,0.018405,0.049561,0.496107,0.042216,12
0.409193,0.893756,0.83648,0.772147,0.226106,0.713379,0.400478,0.73114,0.704221,0.633798,0.559528,0.464021,0.468221,0.375708,0.316939,0.282465,0.325813,0.314813,0.505624,0.207828,0.143977,0.259651,0.122696,0.10496,0.301558,0.076518,12
0.482762,0.924995,0.937117,0.949364,0.463864,0.96178,0.312796,0.95738,0.850699,0.81127,0.773806,0.526062,0.826086,0.46328,0.467217,0.403188,0.55161,0.40124,0.514046,0.271079,0.2356,0.390553,0.315944,0.276968,0.507785,0.234824,12
0.563224,0.962497,0.968565,0.946205,0.393931,0.914011,0.296208,0.685249,0.681684,0.695775,0.693448,0.717122,0.648823,0.305086,0.314212,0.421419,0.383868,0.379627,0.345504,0.23795,0.248685,0.577249,0.269935,0.256565,0.466928,0.213714,12
0.409193,0.893756,0.83648,0.772147,0.226106,0.713379,0.400478,0.73114,0.704221,0.633798,0.559528,0.464021,0.468221,0.375708,0.316939,0.282465,0.325813,0.314813,0.505624,0.207828,0.143977,0.259651,0.122696,0.10496,0.301558,0.076518,12
0.482762,0.924995,0.937117,0.949364,0.463864,0.96178,0.312796,0.95738,0.850699,0.81127,0.773806,0.526062,0.826086,0.46328,0.467217,0.403188,0.55161,0.40124,0.514046,0.271079,0.2356,0.390553,0.315944,0.276968,0.507785,0.234824,12
0.563224,0.962497,0.968565,0.946205,0.393931,0.914011,0.296208,0.685249,0.681684,0.695775,0.693448,0.717122,0.648823,0.305086,0.314212,0.421419,0.383868,0.379627,0.345504,0.23795,0.248685,0.577249,0.269935,0.256565,0.466928,0.213714,12
0.779318,0.143746,0.147804,0.167713,0.769231,0.181523,0.734591,0.390159,0.552109,0.594359,0.613091,0.712158,0.662202,0.658194,0.639343,0.487475,0.758065,0.756173,0.783707,0.548197,0.450266,0.156652,0.380372,0.335282,0.221795,0.26649,13
0.885061,0.196869,0.201261,0.212022,0.874125,0.23566,0.83886,0.413119,0.569011,0.605627,0.62798,0.771711,0.658864,0.709046,0.696717,0.512524,0.832258,0.799388,0.834274,0.626503,0.528794,0.122314,0.512265,0.425663,0.198441,0.33773,13
0.864368,0.218754,0.223282,0.249999,0.853144,0.283442,0.800945,0.478683,0.630988,0.66197,0.684525,0.722087,0.722407,0.720346,0.699456,0.551258,0.822586,0.793214,0.839891,0.65362,0.547115,0.197423,0.558287,0.516031,0.221795,0.443267,13
